count	reward_sum	squared_reward_sum	length
250	-87.74687372857726	10004.089196053847	112
251	-86.16309704602699	10005.145117295713	108
252	-92.38020404663713	10002.137803573452	102
253	-94.15563114929269	10003.142572240327	90
254	-88.90339631806404	10004.589370185817	108
255	-86.68848748076178	10005.217024887177	120
256	-85.3769849270077	10004.792197356725	120
257	-89.17273762907922	10004.901143763358	112
258	-90.07245061985745	10004.568738088756	105
259	-87.68196362554247	10005.44138398623	117
260	-91.27075898196418	10003.321160811722	106
261	-85.88022689554072	10007.834339033869	100
262	-90.64553169439617	10004.935371955233	91
263	-84.88529844721734	10006.537104126342	117
264	-81.83684311673551	10007.677574874288	111
265	-80.20884577164816	10007.501400175039	138
266	-80.65429812293402	10008.000884541016	118
267	-83.09216899789921	10006.040945634095	128
268	-85.52966431121779	10006.08430776326	106
269	-84.87369568758457	10006.400329806434	116
270	-89.51016976478925	10005.74863667256	89
271	-85.24207056647512	10008.703131191005	104
272	-86.41803277760903	10007.937432437151	102
273	-85.67184010680177	10006.584886900842	105
274	-88.3610730042757	10007.601456898912	95
275	-86.68018085437342	10007.728733763837	100
276	-86.73298657530843	10007.687116114568	101
277	-83.33149595981847	10007.79049253094	114
278	-87.57029372450066	10007.3995763581	105
279	-84.84318960384708	10007.868637276883	97
280	-81.86974906736164	10007.837145951768	118
281	-86.1657903407889	10006.606322032307	101
282	-86.27484132051067	10008.259193546462	104
283	-86.51536068683981	10008.018014610841	95
284	-86.3167520391564	10007.509435672362	100
285	-86.47233419553712	10007.638000868637	95
286	-84.48543194679887	10006.696320660474	109
287	-84.37980626629891	10006.488116372011	114
288	-87.79649257364316	10006.315286539315	96
289	-87.92844258147	10007.240526234125	92
290	-85.50479530791652	10007.457781702455	100
291	-84.84425327165846	10008.790115260847	104
292	-87.21941812756766	10007.045874414245	95
293	-86.4965918595557	10005.415971209988	99
294	-86.76197986881463	10007.593389707687	96
295	-84.70494662466976	10007.910077290942	102
296	-88.09976144110371	10006.958031773285	99
297	-84.95903211932986	10007.620849919036	103
298	-86.6386722613767	10007.065688360006	104
299	-86.32593731976085	10006.75360560278	97
300	-87.55135914432653	10006.254296723204	93
301	-93.1487152553887	10003.867908879081	78
302	-87.29827014200411	10006.712182124174	91
303	-84.7866939619965	10007.332333384356	103
304	-87.16819589223867	10006.98715422164	94
305	-87.22224204610674	10007.40607932004	97
306	-81.3316208252019	10005.746027613723	116
307	-86.25121264337848	10004.042376090349	101
308	-85.37673059675645	10007.211241411023	103
309	-85.25700300404354	10006.315370769425	100
310	-87.28419179995556	10006.553591488204	93
311	-89.73902137104454	10006.196415837143	95
312	-87.42433906286657	10005.781955981443	92
313	-84.05815415415557	10008.242038795228	103
314	-86.43307306016906	10005.982604561883	98
315	-85.34571323117505	10008.159417885156	102
316	-83.59982049159504	10007.583550109535	113
317	-86.82656422018607	10006.63556287643	95
318	-85.84381158563792	10007.525729409856	95
319	-80.99469781584143	10006.147288960956	126
320	-86.98506097998357	10006.573092230634	100
321	-86.99239033963822	10006.396431001933	98
322	-85.2156042995846	10005.32851487302	94
323	-84.47093761045033	10006.769895710178	96
324	-85.75013338932357	10006.424035066593	101
325	-86.22603335646805	10007.007236621475	94
326	-84.94388692024037	10007.46824869932	94
327	-85.35146344424183	10007.326874437833	107
